"Pays","Articles","Elements","1961",flag,"1962",flag,"1963",flag,"1964",flag,"1965",flag,"1966",flag,"1967",flag,"1968",flag,"1969",flag,"1970",flag,"1971",flag,"1972",flag,"1973",flag,"1974",flag,"1975",flag,"1976",flag,"1977",flag,"1978",flag,"1979",flag,"1980",flag,"1981",flag,"1982",flag,"1983",flag,"1984",flag,"1985",flag,"1986",flag,"1987",flag,"1988",flag,"1989",flag,"1990",flag,"1991",flag,"1992",flag,"1993",flag,"1994",flag,"1995",flag,"1996",flag,"1997",flag,"1998",flag,"1999",flag,"2000",flag,"2001",flag,"2002",flag,"2003",flag,"2004",flag,"2005",flag,"2006",flag,"2007",flag,"2008",flag,"2009",flag,"2010",flag,"2011",flag,"2012",flag,
"Sénégal","Beurre et Ghee","Production (tonnes)","292.005","A","311.577","A","353.266","A","372.849","A","382.371","A","396.476","A","373.199","A","385.783","A","393.645","A","393.364","A","405.77","A","336.664","A","315.504","A","306.621","A","342.107","A","361.179","A","360.003","A","392.372","A","386.169","A","371.75","A","344.27","A","356.74","A","358.436","A","330.632","A","341.88","A","343.211","A","345.475","A","346.009","A","345.047","A","348.596","A","355.467","A","368.487","A","378.727","A","388.08","A","391.789","A","405.77","A","416.161","A","412.776","A","423.499","A","437.67","A","452.533","A","390.873","A","420.655","A","439.454","A","444.247","A","462.701","A","539.137","A","572.439","A","643.154","A","703.105","A","710.695","A","753.904","A",
"Sénégal","Beurre de lait de vache","Production (tonnes)","292.005","Fc","311.577","Fc","353.266","Fc","372.849","Fc","382.371","Fc","396.476","Fc","373.199","Fc","385.783","Fc","393.645","Fc","393.364","Fc","405.77","Fc","336.664","Fc","315.504","Fc","306.621","Fc","342.107","Fc","361.179","Fc","360.003","Fc","392.372","Fc","386.169","Fc","371.75","Fc","344.27","Fc","356.74","Fc","358.436","Fc","330.632","Fc","341.88","Fc","343.211","Fc","345.475","Fc","346.009","Fc","345.047","Fc","348.596","Fc","355.467","Fc","368.487","Fc","378.727","Fc","388.08","Fc","391.789","Fc","405.77","Fc","416.161","Fc","412.776","Fc","423.499","Fc","437.67","Fc","452.533","Fc","390.873","Fc","420.655","Fc","439.454","Fc","444.247","Fc","462.701","Fc","539.137","Fc","572.439","Fc","643.154","Fc","703.105","Fc","710.695","Fc","753.904","Fc",
"Sénégal","Lait écrémé de vache","Production (tonnes)","6660.5","Fc","7106.92","Fc","8057.83","Fc","8504.5","Fc","8721.71","Fc","9043.42","Fc","8512.5","Fc","8799.52","Fc","8978.86","Fc","8972.44","Fc","9255.43","Fc","7679.14","Fc","7196.5","Fc","6993.88","Fc","7803.29","Fc","8238.32","Fc","8211.5","Fc","8949.83","Fc","8808.33","Fc","8479.45","Fc","7852.63","Fc","8137.06","Fc","8175.76","Fc","7541.57","Fc","7798.12","Fc","7828.49","Fc","7880.13","Fc","7892.29","Fc","7870.35","Fc","7951.3","Fc","8108.03","Fc","8405.01","Fc","8638.57","Fc","8851.92","Fc","8936.51","Fc","9255.43","Fc","9492.44","Fc","9415.22","Fc","9659.8","Fc","9983.05","Fc","10322.1","Fc","8915.63","Fc","9594.95","Fc","10023.7","Fc","10133.1","Fc","10554","Fc","12297.5","Fc","13057.1","Fc","14670","Fc","16037.5","Fc","16210.6","Fc","17196.2","Fc",
